user_id,age,gender,education_level,employment_status,job_title,monthly_income_usd,monthly_expenses_usd,savings_usd,has_loan,loan_type,loan_amount_usd,loan_term_months,monthly_emi_usd,loan_interest_rate_pct,debt_to_income_ratio,credit_score,savings_to_income_ratio,record_date,disposable_income,expense_to_income_ratio,loan_to_income_ratio,education_level_encoded,gender_encoded,has_loan_encoded,region_Africa,region_Asia,region_Europe,region_North America,region_Other,age_Gen Z,age_Millennials,age_Gen X,age_Boomers,risk_score,risk_category,system_decision,recommended_action
U00006,1.240760884287886,Male,Master,Employed,Student,0.0156600478073246,-0.123462083543284,-0.2544558505330233,Yes,Car,2.0204905268850504,-0.443432524643393,5.421775871687591,1.6461487782226545,2.189081337460145,0.8976158974893914,-0.3631432591776897,2025-02-12,-5.315247653941151,-0.2677011491687924,0.6681187455214218,0.9488415150249444,0.7716849818829913,1.2227483409084248,-0.4942683221727615,-0.5031881505417154,-0.5016475461591116,1.981643460320046,-0.4962479817819767,-0.3922741433726149,-0.4957652923636176,-0.6357064101259964,1.2731725703235466,0.05,High Risk,❌ AUTO-REJECT,Kirim Konseling Keuangan
U00007,-1.4298199533315463,Female,Master,Student,Accountant,-1.5998144799194218,-1.5229812816552666,-1.0890658242962417,Yes,Car,1.2863767226408622,1.1586462740682204,0.5680488694298221,2.146527856947946,1.5138917542863155,1.1680208179438822,-0.6542385011452723,2024-06-01,-0.7057310665067162,-1.512241968085121,2.812651781259294,0.9488415150249444,-0.9815988701648056,1.2227483409084248,-0.4942683221727615,1.9873281970639292,-0.5016475461591116,-0.5046316454113772,-0.4962479817819767,2.549237610723978,-0.4957652923636176,-0.6357064101259964,-0.7854394787549291,0.07,High Risk,❌ AUTO-REJECT,Kirim Konseling Keuangan
U00040,-1.0292328276886318,Male,Other,Unemployed,Manager,-1.1344078611178354,-0.8477524328496846,-0.9498402706408342,Yes,Home,0.6214753697233835,-0.3289983247354206,0.9121583159009592,0.3761993442426425,0.9636388262666986,-1.4794320079012495,-0.7699751636143113,2022-02-15,-1.0508854554752387,0.412691458036118,0.706608955421461,,0.7716849818829913,1.2227483409084248,2.0231925760568363,-0.5031881505417154,-0.5016475461591116,-0.5046316454113772,-0.4962479817819767,-0.3922741433726149,2.017083517953397,-0.6357064101259964,-0.7854394787549291,1.73,High Risk,❌ AUTO-REJECT,Kirim Konseling Keuangan
U00047,0.506351153942542,Male,Bachelor,Employed,Driver,-0.2949779480908768,-0.2249598013057207,0.4428171946978982,Yes,Car,1.0646805905104542,-0.443432524643393,3.4420603260571454,2.324933055902744,1.6335119560297104,-0.8694488152480957,0.9871178029610976,2022-02-26,-3.432074107692285,0.0456090541790223,0.4012907218241053,-0.2534068754959267,0.7716849818829913,1.2227483409084248,-0.4942683221727615,-0.5031881505417154,-0.5016475461591116,1.981643460320046,-0.4962479817819767,-0.3922741433726149,-0.4957652923636176,-0.6357064101259964,1.2731725703235466,-0.05,,❌ AUTO-REJECT,Kirim Konseling Keuangan
U00055,-1.3630554323910609,Female,Master,Employed,Unemployed,-1.48438318923088,-1.448532540966916,-1.16455986556293,Yes,Business,2.1362782470186388,2.3029882731479443,1.0137799045860183,2.1739748106332994,1.816929598702916,-0.209157730417362,-1.2048644407707,2024-06-30,-1.1273074443824946,-1.3800222858892357,3.3782774592623994,0.9488415150249444,-0.9815988701648056,1.2227483409084248,-0.4942683221727615,-0.5031881505417154,-0.5016475461591116,-0.5046316454113772,2.015121545500498,2.549237610723978,-0.4957652923636176,-0.6357064101259964,-0.7854394787549291,-0.01,,❌ AUTO-REJECT,Kirim Konseling Keuangan
U00065,1.6413480099308009,Female,Master,Employed,Doctor,-1.8545617582565157,-1.5552058004861535,-0.9864699356166547,Yes,Education,-0.1944734982658773,-0.3289983247354206,0.0731932986172611,1.361122720720906,1.577689195216126,1.1554438448994877,1.5552796005363796,2023-06-25,-0.2847527340638437,-0.134206251769897,1.0979754450940749,0.9488415150249444,-0.9815988701648056,1.2227483409084248,2.0231925760568363,-0.5031881505417154,-0.5016475461591116,-0.5046316454113772,-0.4962479817819767,-0.3922741433726149,-0.4957652923636176,-0.6357064101259964,1.2731725703235466,0.07,High Risk,❌ AUTO-REJECT,Kirim Konseling Keuangan
U00071,-1.630113516153004,Female,Bachelor,Employed,Driver,-0.372172656656007,0.2161032346051752,0.7087865014449902,Yes,Home,2.2889308576123097,-0.3289983247354206,2.8499743848315067,0.7836810412636603,1.410220912775373,-1.1901616278801663,1.5517724289464088,2023-11-15,-2.9623193114811084,1.2484755732944834,1.0398039097451242,-0.2534068754959267,-0.9815988701648056,1.2227483409084248,2.0231925760568363,-0.5031881505417154,-0.5016475461591116,-0.5046316454113772,-0.4962479817819767,2.549237610723978,-0.4957652923636176,-0.6357064101259964,-0.7854394787549291,-0.07,,❌ AUTO-REJECT,Kirim Konseling Keuangan
U00085,-0.561881181105231,Female,Bachelor,Student,Student,-1.8545617582565157,-1.603119750879764,-1.054593762250075,Yes,Business,2.5300547687702384,1.7308172736080822,1.0629800710667512,1.8847261448722656,4.988194058255588,-0.3349274608613113,0.8047448802826119,2021-11-07,-1.2450082638572182,-1.3151902342366095,9.988705018059331,-0.2534068754959267,-0.9815988701648056,1.2227483409084248,2.0231925760568363,-0.5031881505417154,-0.5016475461591116,-0.5046316454113772,-0.4962479817819767,-0.3922741433726149,-0.4957652923636176,1.573053195738267,-0.7854394787549291,-0.02,,❌ AUTO-REJECT,Kirim Konseling Keuangan
U00101,0.1725285492401129,Female,High School,Unemployed,Student,-0.5827529959177656,-0.0510044989480731,0.1496850538506988,Yes,Car,0.2448326864597219,-0.443432524643393,1.5790940774715798,2.363992182301132,0.8971831586314792,1.029674114455538,0.948538915471418,2024-02-18,-1.7146595814693175,1.1729502885102407,0.0944735937828354,-1.4556552660167976,-0.9815988701648056,1.2227483409084248,2.0231925760568363,-0.5031881505417154,-0.5016475461591116,-0.5046316454113772,-0.4962479817819767,-0.3922741433726149,-0.4957652923636176,1.573053195738267,-0.7854394787549291,5.2,High Risk,❌ AUTO-REJECT,Kirim Konseling Keuangan
U00102,0.1725285492401129,Female,Bachelor,Self-employed,Unemployed,0.9126923711213014,1.418278366691931,0.3520095553687123,Yes,Home,2.2780214977841617,-0.3289983247354206,2.667751946177071,0.225241098973198,0.6233858079743752,1.557906982320125,-0.1983061944490583,2024-01-16,-2.661325936413194,0.8967708937008225,0.4219865134674748,-0.2534068754959267,-0.9815988701648056,1.2227483409084248,-0.4942683221727615,-0.5031881505417154,1.9934314593115177,-0.5046316454113772,-0.4962479817819767,-0.3922741433726149,-0.4957652923636176,1.573053195738267,-0.7854394787549291,18.92,High Risk,❌ AUTO-REJECT,Kirim Konseling Keuangan
